,6,target
13110,-7.211102550927978,52.715322773963535
14051,2.449489742783178,6.403829205752953
13227,9.9498743710662,99.71496424844408
4220,7.416198487095663,55.63816924884214
28367,4.898979485566356,24.50053260936805
18544,5.830951894845301,34.89237699855971
50546,4.898979485566356,24.399263759984848
22823,9.16515138991168,84.17337257651012
70942,6.6332495807108,44.88227680475588
39490,-2.8284271247461903,8.193027424289989
1114,4.123105625617661,17.73969717285967
25638,-4.123105625617661,17.004912079978986
17519,-9.797958971132712,96.02806416460334
5627,9.327379053088816,87.34822549048427
63906,7.745966692414834,60.03069503462412
64018,-5.744562646538029,33.55881199335039
41478,3.741657386773941,14.023843635883736
19456,8.48528137423857,72.62039497710245
41826,-6.782329983125268,46.18060034169511
35182,-2.23606797749979,5.09985399146381
59383,9.0,81.5347434292653
48756,9.69535971483266,94.00376666676632
72278,-7.211102550927978,52.10273637627383
1420,-7.615773105863909,58.14908898858767
23791,-9.486832980505138,90.30947960510686
15324,6.557438524302,43.60134982979089
65381,4.69041575982343,22.456569339904764
36638,3.4641016151377544,12.325531430485304
24610,9.643650760992957,93.38360485209652
27686,-9.1104335791443,83.18593320253372
14635,-2.0,4.8748358741455
34558,8.94427190999916,80.65558425686646
48727,9.746794344808963,95.7702722491057
28717,8.426149773176359,71.20936377057286
5962,-4.47213595499958,20.687281158865456
70135,-6.164414002968976,38.93395135394723
38346,-5.196152422706632,27.70355741544729
29138,-5.656854249492381,32.68595485567355
56691,8.246211251235321,68.56752889655718
6311,1.7320508075688772,3.8812906567999184
74120,8.426149773176359,71.04684586572947
40394,-8.717797887081348,76.14339117532383
87447,-2.8284271247461903,8.352222387146114
83292,9.219544457292889,85.13391719610188
73825,-9.38083151964686,88.54339565700519
57733,-7.937253933193772,63.0335419614161
9220,-8.246211251235321,68.1693537952937
56266,-5.385164807134504,29.72526977563109
9787,-3.3166247903554,11.374624811814426
66420,-9.69535971483266,94.02611776840776
56460,2.8284271247461903,8.165310853805819
65149,-8.54400374531753,73.40295106317443
14313,-7.071067811865476,50.75158064976717
60544,6.708203932499369,45.392241567839086
5462,4.58257569495584,21.2320312691076
43482,-3.3166247903554,11.22665541357587
81314,-8.602325267042627,74.7191927861388
87587,6.164414002968976,38.3020487590473
61621,7.0,49.81191643042898
66879,8.774964387392123,77.85405660407797
56398,-2.8284271247461903,8.293573485266393
12720,-9.38083151964686,88.01382957295169
86350,5.830951894845301,34.3495401552068
3220,7.3484692283495345,54.22104746611303
72894,-6.6332495807108,44.27856031875642
42593,-6.6332495807108,44.35664530903352
67119,8.602325267042627,74.45264412450689
60202,9.797958971132712,96.74680883012924
19457,9.1104335791443,83.2119576070757
39356,-8.18535277187245,67.74484839791293
45660,-8.12403840463596,66.72635800835181
33607,-7.483314773547883,56.90479322932232
58401,-5.0990195135927845,26.91142195728895
80901,-9.9498743710662,99.61447534970938
60189,-6.48074069840786,42.36917550744255
51649,7.937253933193772,63.65300372657978
25940,-1.0,1.794185199154308
57576,-8.94427190999916,80.91345360080463
30430,-8.831760866327848,78.41940152352703
65972,-0.0,0.5901341500238133
58714,6.164414002968976,38.10910542226917
8502,-4.242640687119285,18.746878441048757
33792,-9.591663046625438,92.06468983145126
7721,-8.366600265340756,70.5013233106749
55633,9.848857801796104,97.55973685603348
60175,-5.830951894845301,34.88882467729404
52927,-0.0,0.1114518647057138
70321,6.164414002968976,38.969013044983136
77846,4.242640687119285,18.669597433524466
5931,9.055385138137416,82.38341917741498
59305,7.280109889280518,53.27492557846836
2846,7.874007874011811,62.50908373036732
89127,-8.660254037844387,75.91816963141311
50989,6.082762530298219,37.26922120834586
71405,7.483314773547883,56.69610765306952
5384,5.744562646538029,33.45021960412795
51647,-6.708203932499369,45.98891492939181
46952,-9.643650760992957,93.4044675602458
42382,-5.196152422706632,27.848118859077776
54092,6.928203230275509,48.507205672515575
77174,7.483314773547883,56.49657047502272
25876,6.48074069840786,42.31696316945911
75331,-9.9498743710662,99.27915346746092
49681,-5.830951894845301,34.9229748691514
5838,5.385164807134504,29.755627880615208
70856,7.810249675906654,61.112207004324034
43254,9.219544457292889,85.43829025483885
58297,6.557438524302,43.50175632524154
44185,9.1104335791443,83.01753597049444
42411,-9.591663046625438,92.28021620243712
22400,4.795831523312719,23.25135022242114
1722,-5.744562646538029,33.93819054155603
80696,9.797958971132712,96.2916459974236
23911,3.0,9.398925239805456
23813,-8.831760866327848,78.70397391208729
80139,-5.0990195135927845,26.940548906515684
65661,-7.0,49.50546770087977
88263,8.366600265340756,70.02464201617472
24089,-4.123105625617661,17.231916991365225
1394,-3.4641016151377544,12.379244274482591
4212,-7.681145747868608,59.064179079620494
60133,-7.937253933193772,63.27463445585432
46121,-3.4641016151377544,12.197867026176922
86847,8.306623862918075,69.24605398611278
85480,-1.0,1.1492323056202736
15528,-7.3484692283495345,54.41553773623124
82190,4.242640687119285,18.874433797869152
69714,7.071067811865476,50.08010817890255
85501,9.433981132056603,89.98447758077873
18335,7.3484692283495345,54.06629635236365
13026,-5.0990195135927845,26.397122930739737
75071,2.449489742783178,6.74096642068247
31529,6.708203932499369,45.20212169577957
78196,6.6332495807108,44.50257954531441
60959,-8.306623862918075,69.90288674849701
65216,4.0,16.703055827824876
72792,-7.681145747868608,59.39460738106214
46353,-8.12403840463596,66.53360786765812
38162,-7.416198487095663,55.90272228404902
46626,0.0,0.9109862245492262
1328,-3.741657386773941,14.197044687831328
58735,5.0990195135927845,26.25594351072652
70633,-7.14142842854285,51.59795401904833
18372,8.246211251235321,68.50156453823904
8594,-1.4142135623730951,2.866950919713762
89539,8.660254037844387,75.35733719202133
58364,-2.6457513110645907,7.849283075985125
4970,-6.782329983125268,46.64260495313469
18288,-9.848857801796104,97.4185982176453
17717,-9.486832980505138,90.56452845076036
40676,-8.246211251235321,68.07904925531528
59698,4.0,16.21129112267681
73808,-3.1622776601683795,10.090784517074846
27056,-4.0,16.721663756414273
60929,8.12403840463596,66.03919051659955
46537,8.660254037844387,75.22693111313576
83444,9.797958971132712,96.34208507987488
60521,5.385164807134504,29.563812828593715
52822,8.831760866327848,78.36037904385222
42410,-3.1622776601683795,10.48219181545279
88752,9.899494936611664,98.59096309569156
78396,2.0,4.873650582649658
64131,7.14142842854285,51.808360338191136
78660,9.433981132056603,89.10268663779154
63749,9.486832980505138,90.67489285994516
45279,1.7320508075688772,3.012504156112461
37665,-2.6457513110645907,7.7064715829210595
69050,7.483314773547883,56.72464252745672
6269,-7.54983443527075,57.78004848296461
41160,-8.54400374531753,73.18465004708901
84758,9.273618495495704,86.19624332801456
53766,-9.38083151964686,88.18301318481888
24086,9.055385138137416,82.02909722986887
33838,9.746794344808963,95.42547072843936
77762,-9.9498743710662,99.54522799406536
24295,5.0,25.37033755366245
30189,8.602325267042627,74.72880922977426
89146,-1.0,1.01171652672839
18134,-7.54983443527075,57.1542835408946
11521,7.0,49.60692442451372
44599,6.6332495807108,44.08394067548556
40348,-8.54400374531753,73.13840327865029
25509,5.477225575051661,30.18642311894211
32953,-6.4031242374328485,41.08332097850077
75059,9.9498743710662,99.911397177325
32279,8.246211251235321,68.13997712265474
73077,-6.082762530298219,37.222325785713394
18014,-6.0,36.86047928392468
37435,7.810249675906654,61.16595749555341
86289,6.4031242374328485,41.145551691894354
48469,-6.0,36.602512831050205
3004,4.58257569495584,21.388527117815205
83173,-4.123105625617661,17.88781703779756
17448,3.3166247903554,11.10463111306106
63791,2.449489742783178,6.39645761371418
51623,8.426149773176359,71.54835581768236
5981,-6.324555320336759,40.28813120022499
22875,-4.358898943540674,19.789474476121303
79362,-7.3484692283495345,54.324556589724935
6891,7.615773105863909,58.718014787243
20490,7.874007874011811,62.46302573094288
73924,-7.745966692414834,60.66198571369407
47308,-9.219544457292889,85.01941754220263
42449,-6.164414002968976,38.18951322538396
24623,-3.4641016151377544,12.162552806308202
24788,-5.477225575051661,30.755785695172687
35815,-3.4641016151377544,12.782414042778134
43722,-9.327379053088816,87.08854727737064
58220,-9.9498743710662,99.64771523292607
3651,4.47213595499958,20.96087160586045
51818,-6.782329983125268,46.70072550595528
43132,5.477225575051661,30.269131526678795
39966,4.358898943540674,19.232472808582525
30966,4.795831523312719,23.307981113705488
53623,-3.0,9.193121146893011
84873,6.244997998398398,39.77575367927877
42937,-6.708203932499369,45.08104648570478
32496,9.1104335791443,83.44959406964979
49211,7.3484692283495345,54.802683883342006
21284,4.358898943540674,19.22133095016637
38761,2.449489742783178,6.373035540970184
2128,-8.426149773176359,71.28663898826768
33989,-6.557438524302,43.020445878178094
61963,3.0,9.670918476990554
67998,1.0,1.564834302274165
35595,6.6332495807108,44.33424514916037
36303,-2.0,4.640498716992381
70172,-6.782329983125268,46.77559280005264
29221,9.1104335791443,83.51414612483033
64523,-6.082762530298219,37.47908160590531
26056,-8.06225774829855,65.08954671027587
57686,5.477225575051661,30.57340580696404
82636,-7.810249675906654,61.70904090190432
37588,7.615773105863909,58.66004689359957
25797,3.1622776601683795,10.801331172266217
32460,-9.055385138137416,82.38009621381553
33815,-6.708203932499369,45.24876483778196
46120,9.055385138137416,82.20803787700032
6429,9.1104335791443,83.15078951746588
66706,8.48528137423857,72.98387425617827
54227,-3.872983346207417,15.002330802463405
88011,9.433981132056603,89.69796301383393
33108,4.69041575982343,22.778416836225148
16675,-3.872983346207417,15.714121028005302
45669,-6.6332495807108,44.42104524674216
51823,6.0,36.6885513590704
84609,3.872983346207417,15.439650436971451
56791,9.327379053088816,87.91862167594692
13698,-7.071067811865476,50.39229576427604
35173,-9.1104335791443,83.58362870115175
47098,2.6457513110645907,7.747359112484354
65916,1.4142135623730951,2.3794256551334936
30529,-6.324555320336759,40.34214848770602
53411,-3.1622776601683795,10.51772968589698
68007,7.0,49.75837278298116
4849,1.4142135623730951,2.5636785283196684
34838,3.872983346207417,15.47285717626864
9191,-7.14142842854285,51.52410666056121
67756,3.4641016151377544,12.67705591388475
653,3.0,9.954716603576651
52288,6.708203932499369,45.79324734929063
75108,3.0,9.149328191967731
67505,6.4031242374328485,41.625160098236805
83813,-9.0,81.82382831708061
78735,5.5677643628300215,31.31222867133257
80493,-9.797958971132712,96.01053570246924
73335,8.0,64.7637440040365
47314,-6.928203230275509,48.92893907398281
38740,9.899494936611664,98.62527928802956
64971,7.745966692414834,60.53452154125677
84357,-8.94427190999916,80.88699784963292
6507,8.18535277187245,67.74097515228719
86844,-5.196152422706632,27.235981500342056
52584,2.0,4.171550108035604
45888,-6.164414002968976,38.46644091105817
56669,-6.557438524302,43.0062588956207
4027,5.916079783099616,35.8843832862917
70776,8.48528137423857,72.25091932861021
32611,-2.6457513110645907,7.188575176784962
32048,-5.291502622129181,28.657634048888813
9683,9.0,81.32753855548226
45386,-8.0,64.6792110789539
89942,-7.810249675906654,61.34257083847633
69703,-7.0,49.02912343773903
32518,5.5677643628300215,31.51529471591695
82611,4.123105625617661,17.246595644702655
67955,2.8284271247461903,8.501077870161922
18160,-9.643650760992957,93.3633838994448
77251,6.782329983125268,46.54394466106011
36374,-9.273618495495704,86.1143408352449
32377,7.615773105863909,58.46875585922322
13029,-6.244997998398398,39.35538745456535
86175,3.0,9.345769249809166
85841,-8.831760866327848,78.46835287350355
38688,-7.0,49.32413859502353
76489,6.855654600401044,47.00894762970667
88273,-5.5677643628300215,31.65587467468217
48322,7.54983443527075,57.30249135299887
13978,7.0,49.16619447009055
67005,7.745966692414834,60.81655946110848
12797,1.7320508075688772,3.07831633905592
41171,-4.47213595499958,20.615984512158136
29750,-7.810249675906654,61.49695302681236
64198,4.0,16.536227922553547
18268,-5.291502622129181,28.19384096127544
59233,-2.449489742783178,6.424438749861783
87261,-5.0,25.850033371746605
86904,5.385164807134504,29.576820907081046
48118,8.18535277187245,67.83363842249108
21168,-9.69535971483266,94.62031425663302
13837,3.741657386773941,14.466863347241798
77892,5.196152422706632,27.139031096044015
47952,3.605551275463989,13.499122290564603
9923,4.358898943540674,19.02273303175671
79589,8.54400374531753,73.61643275532118
61241,-9.643650760992957,93.91667849386418
20869,9.486832980505138,90.89659694167985
32714,-3.3166247903554,11.183408831802977
19521,7.416198487095663,55.77328292688007
50861,-2.6457513110645907,7.62120008237388
80700,-3.3166247903554,11.504345921141024
20894,-9.055385138137416,82.63951196600013
83503,5.0990195135927845,26.757252184060757
64000,3.0,9.072007172191842
52775,-7.211102550927978,52.3655628730774
36069,9.38083151964686,88.36550547242246
27956,2.23606797749979,5.2092979204461765
38994,-8.426149773176359,71.8195878512433
87901,-7.54983443527075,57.736142282779525
80927,3.3166247903554,11.77992400706287
18774,6.48074069840786,42.32017434835063
84392,-4.242640687119285,18.348602388024396
25025,7.0,49.16553347970196
65928,-9.69535971483266,94.835417760606
43721,-6.557438524302,43.31909061160143
7762,2.0,4.956367165808118
30329,-6.782329983125268,46.88176510228009
48972,6.928203230275509,48.75042406930835
41550,3.605551275463989,13.102317053406145
30860,1.7320508075688772,3.298928371564669
51124,-2.8284271247461903,8.501886220522826
78068,-8.12403840463596,66.0713267232637
9150,9.273618495495704,86.63515268052929
80037,-2.23606797749979,5.875259216336537
76383,9.69535971483266,94.7105952884761
24157,6.557438524302,43.45208342222489
41169,4.242640687119285,18.13458108484384
52430,-9.848857801796104,97.21005343270298
35811,-8.54400374531753,73.822738759327
49912,9.643650760992957,93.6778555764014
57092,-8.306623862918075,69.7766313755101
61552,-9.16515138991168,84.15189991390046
11047,-4.242640687119285,18.577419097796987
73143,6.928203230275509,48.15130603502943
39779,8.602325267042627,74.45754135755777
16276,9.746794344808963,95.47724178773235
39859,-3.0,9.6127765760754
25069,-6.324555320336759,40.19623084026851
80676,-9.38083151964686,88.49751112624813
51788,-5.744562646538029,33.78124724084542
84281,6.0,36.393269259322494
21626,5.0990195135927845,26.782674370268133
77730,5.477225575051661,30.05672395476884
48449,3.605551275463989,13.296551481206942
41755,8.717797887081348,76.9460503254002
50360,-7.54983443527075,57.50080797832599
53403,-7.416198487095663,55.97336806291946
44870,-9.219544457292889,85.37503733060196
74711,-7.211102550927978,52.00679828568888
68918,-8.246211251235321,68.40438272219174
81838,2.6457513110645907,7.352110783311405
66094,4.358898943540674,19.34096072068752
65718,-4.242640687119285,18.19342880357564
68439,3.741657386773941,14.864155310685756
42120,-9.433981132056603,89.07383771340236
55135,7.14142842854285,51.52991355284819
23581,2.6457513110645907,7.0746462762061535
29552,-9.486832980505138,90.9267844527129
30539,-9.055385138137416,82.01226779408442
70240,6.164414002968976,38.1827626645859
57717,3.872983346207417,15.918168916618336
77288,6.782329983125268,46.41293936819735
15484,-4.123105625617661,17.124721866724435
3803,-4.898979485566356,24.91751724514512
27276,-3.605551275463989,13.919553915274385
44749,-8.18535277187245,67.65833623382788
48262,1.7320508075688772,3.0597510624129187
44708,9.797958971132712,96.97171389250693
38321,7.0,49.55551826877554
25603,8.366600265340756,70.83239669663527
44859,-6.855654600401044,47.34479828305245
53848,8.660254037844387,75.2909614497121
19445,3.4641016151377544,12.04706706269082
6534,9.219544457292889,85.72081208981032
6658,-9.69535971483266,94.3890865674479
85536,-4.47213595499958,20.69050320900423
20342,7.681145747868608,59.66236456231724
23669,-9.746794344808963,95.7341687337159
42728,-9.0,81.23883126864033
80871,7.3484692283495345,54.09788366129313
28534,-9.797958971132712,96.19868009043708
71205,8.48528137423857,72.39072759232607
63685,8.18535277187245,67.83816154717965
47302,9.38083151964686,88.39239149744864
68184,1.0,1.1909991323541758
17139,-8.06225774829855,65.77303960558726
29446,-8.426149773176359,71.02995877113156
47993,8.660254037844387,75.03586334499394
84760,-9.899494936611664,98.39802510941296
20163,8.660254037844387,75.01624066888401
87631,8.717797887081348,76.50671710506217
46008,-7.071067811865476,50.90097223787173
69284,-9.539392014169456,91.23319748394948
73951,5.5677643628300215,31.65421749394328
53014,3.3166247903554,11.301034251894816
56052,-9.273618495495704,86.21135941033204
65446,8.888194417315589,79.13299351185054
25248,8.246211251235321,68.5084372564231
86803,8.18535277187245,67.10005456044267
31015,-6.4031242374328485,41.81468826574033
53493,6.324555320336759,40.20926881087018
34523,8.246211251235321,68.32809093967573
40141,7.681145747868608,59.486780255109885
80644,2.6457513110645907,7.165351197836367
48293,2.449489742783178,6.50770155158209
85267,-2.8284271247461903,8.589276818640501
89402,-0.0,0.3446175370336202
21140,6.244997998398398,39.3625661463956
32132,4.47213595499958,20.253002239722008
2867,4.795831523312719,23.39627952684159
39710,-9.0,81.93860510004174
73662,5.291502622129181,28.37747231143949
80363,-7.745966692414834,60.49262567595876
39351,9.055385138137416,82.13523076184937
63919,9.273618495495704,86.68530309791026
5860,-9.1104335791443,83.54156442104114
14714,4.123105625617661,17.3167127091602
21903,-1.7320508075688772,3.303373832041845
89203,6.4031242374328485,41.93051698208836
83816,-8.0,64.32702462690212
10564,-1.4142135623730951,2.651420104213209
78586,3.3166247903554,11.752373778306293
23796,1.7320508075688772,3.4682944549753625
68540,-7.3484692283495345,54.13287473175663
38240,-8.06225774829855,65.92267116461758
49245,-6.0,36.72279781359873
63647,8.426149773176359,71.35588717859628
79442,-4.898979485566356,24.119899247396525
42668,-3.4641016151377544,12.4944034747543
35399,-5.385164807134504,29.67520197772929
21744,-3.605551275463989,13.060734442106492
76817,-9.055385138137416,82.17982431877867
58624,-5.744562646538029,33.12595954318884
26490,6.782329983125268,46.86613569982975
1513,4.58257569495584,21.75965867259726
79821,8.94427190999916,80.89791544869142
35219,8.48528137423857,72.78220338693279
28887,9.899494936611664,98.68222225740698
72540,9.0,81.12408855770596
10592,-6.48074069840786,42.99103368481487
38306,7.14142842854285,51.18455473056076
31352,9.219544457292889,85.77872035760784
34363,-6.0,36.32289313892252
75936,-8.366600265340756,70.19082701436031
16613,2.23606797749979,5.061735226737962
27195,9.643650760992957,93.22983076096384
59446,-9.327379053088816,87.10446983020775
66485,-9.1104335791443,83.4051462909119
21406,-8.831760866327848,78.29137426009264
56170,-8.246211251235321,68.54087703708468
12784,5.916079783099616,35.10716471728021
82904,-6.928203230275509,48.66011440343502
59257,9.327379053088816,87.03757904940248
67115,8.602325267042627,74.94085154163261
38294,6.708203932499369,45.19768488226411
27845,2.23606797749979,5.68096752038204
43504,5.0990195135927845,26.86502475718342
37437,-7.0,49.28246041210576
76134,-7.615773105863909,58.89222860226396
23099,-8.660254037844387,75.78032836866461
31265,-6.782329983125268,46.813295557600895
67035,9.273618495495704,86.96666244546891
69125,-5.196152422706632,27.53333983826257
28510,-7.810249675906654,61.259104208782325
19847,8.12403840463596,66.34766855830246
30582,-4.123105625617661,17.726278383193893
25616,-8.888194417315589,79.72773080972175
46670,-6.082762530298219,37.140585655776526
24170,-7.071067811865476,50.18470247997829
70360,8.774964387392123,77.60538870603378
3514,8.717797887081348,76.36739577410583
31177,-2.8284271247461903,8.199729250411325
5033,-7.615773105863909,58.9463994724968
58906,-9.69535971483266,94.36619274034878
89519,-4.47213595499958,20.951021482465315
81328,-6.928203230275509,48.5219250110937
46450,3.3166247903554,11.374695916929456
38660,-9.539392014169456,91.72757988532577
7335,9.38083151964686,88.42713081761273
7862,-7.280109889280518,53.62318409813671
84229,8.774964387392123,77.40841934309537
6462,-9.16515138991168,84.82956150751406
81076,9.486832980505138,90.22870232237663
1644,-1.4142135623730951,2.736015985141682
10493,9.643650760992957,93.89561550797562
89000,7.810249675906654,61.99089416494732
70225,4.358898943540674,19.57022755172443
23999,-6.557438524302,43.21637253592932
79608,6.928203230275509,48.038573767548456
27354,-9.591663046625438,92.2680737139069
15196,-8.717797887081348,76.83471286385235
45071,9.9498743710662,99.96928339668176
67544,9.69535971483266,94.56546434235396
25819,-4.123105625617661,17.84425533961741
12242,3.0,9.75493299928788
61796,-5.656854249492381,32.97225536966989
19073,-5.477225575051661,30.85864439094408
22135,7.54983443527075,57.112313704257865
60510,4.795831523312719,23.85029122556545
67399,-7.681145747868608,59.84047449472734
29933,-1.7320508075688772,3.967497899945782
4758,4.242640687119285,18.14804122356581
27650,-5.385164807134504,29.79670159240403
1737,5.477225575051661,30.91116871742029
37775,3.4641016151377544,12.014939139807955
20175,4.898979485566356,24.3417519326128
41076,-3.872983346207417,15.804166233829154
3510,-9.746794344808963,95.1287862922984
1310,9.1104335791443,83.2157904046899
28091,8.48528137423857,72.91121606767786
5215,7.745966692414834,60.18631164105188
28005,-5.656854249492381,32.273549829996206
7722,-8.12403840463596,66.05642778616951
2335,6.082762530298219,37.67488712265133
80847,-9.9498743710662,99.56631733795967
50130,-2.0,4.749693028107471
2348,7.3484692283495345,54.31764830604669
28662,5.477225575051661,30.829764560125028
39371,-7.14142842854285,51.14221047119357
59557,1.4142135623730951,2.409344916666889
77606,8.12403840463596,66.34941565096088
67292,3.4641016151377544,12.832090776864424
31623,-8.06225774829855,65.79605254916228
41952,5.0,25.874133993122307
41265,9.1104335791443,83.70166880291902
9478,-7.615773105863909,58.42116275373802
68718,9.0,81.46243380100064
143,-9.9498743710662,99.20447935807458
10299,-1.0,1.5302247182884865
38851,-0.0,0.9696930406706828
70796,7.3484692283495345,54.173106012763874
28593,6.928203230275509,48.14500322562058
87225,-8.602325267042627,74.99583503170588
16682,-4.0,16.979100244580014
29529,9.219544457292889,85.49296643678203
58458,-5.916079783099616,35.068771203395144
89535,7.745966692414834,60.70100344108994
49824,3.4641016151377544,12.03750741370917
73089,-7.14142842854285,51.844453716841954
19274,-3.0,9.302447780712164
64249,-7.615773105863909,58.34815818550199
82495,-5.0,25.06111712302665
21721,4.123105625617661,17.28379683385657
67266,-6.708203932499369,45.10876747345745
3689,-7.0,49.47541362326206
19024,5.830951894845301,34.78518261333051
43199,-9.486832980505138,90.54263976020216
64037,7.54983443527075,57.67181036311014
82911,9.055385138137416,82.63706776081845
